time,sym,bid,ask,bidSize,askSize
0D20:38:38.512734000,x3,299.9658,300.0583,420,238
0D20:38:38.683242000,x2,199.9272,200.0242,121,158
0D20:38:38.683247000,x2,199.9243,200.0474,450,154
0D20:38:38.953235000,x1,99.91042,100.0185,214,18
0D20:38:38.953244000,x1,99.91206,100.0606,105,496
0D20:38:39.043398000,x3,299.9699,300.0654,232,308
0D20:38:39.043410000,x3,299.9352,300.0243,474,121
0D20:38:39.162416000,x2,199.9727,200.0916,141,205
0D20:38:39.162423000,x2,199.9662,200.0143,1,276
0D20:38:39.173177000,x1,99.97169,100.0714,281,467
0D20:38:39.173186000,x1,99.99984,100.0052,401,330
0D20:38:39.212875000,x2,199.9982,200.0237,248,304
0D20:38:39.212881000,x2,199.929,200.0248,108,64
0D20:38:39.222425000,x3,299.9178,300.0719,447,48
0D20:38:39.222451000,x3,299.9341,300.0507,331,124
0D20:38:39.303277000,x3,299.9582,300.0029,304,282
0D20:38:39.303295000,x3,299.9373,300.0279,454,153
0D20:38:39.323145000,x1,99.96521,100.0604,314,204
0D20:38:39.323158000,x1,99.96119,100.0691,77,44
0D20:38:39.442737000,x3,299.9194,300.038,346,310
0D20:38:39.442744000,x3,299.9089,300.0873,239,265
0D20:38:39.622805000,x3,299.9395,300.0133,201,100
0D20:38:39.622829000,x3,299.9593,300.0847,344,343
0D20:38:39.652304000,x2,199.9393,200.0476,159,142
0D20:38:39.652309000,x2,199.9505,200.0766,459,213
0D20:38:39.762303000,x1,99.91359,100.0127,41,190
0D20:38:39.762310000,x1,99.92516,100.0038,211,292
0D20:38:39.793769000,x1,99.96235,100.0096,243,447
0D20:38:39.793787000,x1,99.97839,100.0708,59,50
0D20:38:39.873722000,x1,99.95564,100.0953,75,130
0D20:38:39.873732000,x1,99.96224,100.0335,398,468
0D20:38:39.912675000,x1,99.98333,100.0575,323,379
0D20:38:39.912692000,x1,99.92693,100.001,431,488
0D20:38:40.013144000,x1,99.93937,100.0363,498,44
0D20:38:40.013160000,x1,99.94492,100.0318,226,158
0D20:38:40.033872000,x1,99.91253,100.0474,465,361
0D20:38:40.033878000,x1,99.94039,100.0789,77,448
0D20:38:40.152778000,x3,299.9785,300.0972,37,378
0D20:38:40.152795000,x3,299.9583,300.0368,68,151
0D20:38:40.173187000,x2,199.9985,200.0728,29,152
0D20:38:40.173197000,x2,199.9515,200.0058,488,179
0D20:38:40.212885000,x3,299.94,300.038,428,471
0D20:38:40.212892000,x3,299.9358,300.0334,427,269
0D20:38:40.252812000,x1,99.92038,100.0759,214,442
0D20:38:40.252817000,x1,99.97176,100.0383,284,45
0D20:38:40.332769000,x2,199.9116,200.0413,14,244
0D20:38:40.332775000,x2,199.921,200.0656,12,174
0D20:38:40.343357000,x1,99.96712,100.0325,40,392
0D20:38:40.343362000,x1,99.99147,100.0652,412,108
0D20:38:40.403144000,x1,99.98551,100.0819,222,213
0D20:38:40.403157000,x1,99.91938,100.029,120,181
0D20:38:40.483101000,x2,199.9296,200.0545,341,169
0D20:38:40.483107000,x2,199.9747,200.0211,132,222
0D20:38:40.543119000,x1,99.94233,100.01,318,275
0D20:38:40.543126000,x1,99.93492,100.0563,83,301
0D20:38:40.662789000,x1,99.93991,100.0237,374,429
0D20:38:40.662793000,x1,99.92783,100.0495,222,255
0D20:38:40.882737000,x3,299.9075,300.0538,280,353
0D20:38:40.882746000,x3,299.9002,300.0087,125,331
0D20:38:41.233825000,x2,199.955,200.0689,136,184
0D20:38:41.233842000,x2,199.9214,200.0363,342,192
0D20:38:41.302818000,x2,199.933,200.028,355,475
0D20:38:41.302823000,x2,199.9666,200.0505,7,203
0D20:38:41.343609000,x3,299.9382,300.0375,130,497
0D20:38:41.343625000,x3,299.9808,300.0199,457,379
0D20:38:41.372378000,x1,99.973,100.0994,283,83
0D20:38:41.372383000,x1,99.91313,100.0099,100,11
0D20:38:41.543018000,x2,199.9113,200.0976,67,171
0D20:38:41.543025000,x2,199.9477,200.0859,404,120
0D20:38:41.682314000,x1,99.98265,100.0841,361,392
0D20:38:41.682330000,x1,99.97177,100.0085,132,127
0D20:38:41.732786000,x2,199.9854,200.0228,467,93
0D20:38:41.732791000,x2,199.9201,200.0376,90,76
0D20:38:41.762704000,x2,199.9166,200.0617,461,417
0D20:38:41.762712000,x2,199.959,200.0274,370,53
0D20:38:41.772641000,x1,99.93756,100.0509,159,299
0D20:38:41.772646000,x1,99.99015,100.0456,265,279
0D20:38:41.872492000,x2,199.9575,200.0314,399,218
0D20:38:41.872498000,x2,199.9364,200.059,26,383
0D20:38:41.923211000,x1,99.94261,100.0592,54,6
0D20:38:41.923215000,x1,99.95836,100.0908,489,252
0D20:38:42.292962000,x3,299.954,300.0258,329,396
0D20:38:42.292982000,x3,299.9787,300.0749,293,277
0D20:38:42.432642000,x1,99.95126,100.0414,207,330
0D20:38:42.432659000,x1,99.93521,100.0153,165,492
0D20:38:42.443575000,x2,199.999,200.0162,406,184
0D20:38:42.443593000,x2,199.9822,200.0669,456,209
0D20:38:42.453618000,x2,199.9368,200.0328,247,427
0D20:38:42.453630000,x2,199.9916,200.0096,276,419
0D20:38:42.472645000,x2,199.9877,200.0374,404,246
0D20:38:42.472654000,x2,199.9065,200.0641,48,409
0D20:38:42.532331000,x2,199.9253,200.0787,430,355
0D20:38:42.532337000,x2,199.9902,200.031,144,152
0D20:38:42.603326000,x3,299.9425,300.0799,4,77
0D20:38:42.603345000,x3,299.9689,300.063,289,168
0D20:38:42.983099000,x3,299.9599,300.0384,97,215
0D20:38:42.983105000,x3,299.9695,300.0614,202,432
0D20:38:43.052605000,x2,199.9423,200.0434,52,140
0D20:38:43.052610000,x2,199.9905,200.0812,283,63
0D20:38:43.162930000,x3,299.9656,300.0235,243,420
0D20:38:43.162936000,x3,299.9415,300.0256,309,186
0D20:38:43.222888000,x3,299.9012,300.0279,257,295
0D20:38:43.222905000,x3,299.9916,300.0587,448,76
0D20:38:43.282797000,x3,299.9094,300.0094,53,440
0D20:38:43.282809000,x3,299.9574,300.0319,188,370
0D20:38:43.352428000,x3,299.9333,300.066,275,344
0D20:38:43.352432000,x3,299.9441,300.0688,201,340
0D20:38:43.442375000,x3,299.9584,300.0346,60,354
0D20:38:43.442384000,x3,299.978,300.0725,67,194
0D20:38:43.483470000,x2,199.9029,200.0594,397,282
0D20:38:43.483482000,x2,199.9226,200.0322,274,356
0D20:38:43.523239000,x3,299.9733,300.0531,379,210
0D20:38:43.523256000,x3,299.9427,300.0782,90,403
0D20:38:43.732200000,x1,99.95933,100.0439,447,115
0D20:38:43.732206000,x1,99.92279,100.0203,189,183
0D20:38:43.772545000,x2,199.9817,200.0084,354,348
0D20:38:43.772550000,x2,199.9474,200.0522,442,143
0D20:38:43.842901000,x3,299.9113,300.0749,196,110
0D20:38:43.842912000,x3,299.9817,300.0989,105,19
0D20:38:43.853516000,x2,199.9066,200.0535,331,36
0D20:38:43.853527000,x2,199.9087,200.0154,332,361
0D20:38:43.892725000,x3,299.9877,300.0743,51,145
0D20:38:43.892732000,x3,299.9773,300.0697,159,143
0D20:38:43.922445000,x3,299.9975,300.0192,269,268
0D20:38:43.922451000,x3,299.9842,300.047,378,315
0D20:38:43.963114000,x1,99.96582,100.0255,3,74
0D20:38:43.963119000,x1,99.9196,100.0425,52,207
0D20:38:44.072914000,x3,299.9599,300.0545,111,327
0D20:38:44.072920000,x3,299.9263,300.0016,405,406
0D20:38:44.142809000,x1,99.96118,100.0165,130,270
0D20:38:44.142814000,x1,99.92737,100.0492,22,253
0D20:38:44.242244000,x2,199.9466,200.04,235,90
0D20:38:44.242249000,x2,199.9978,200.0267,445,172
0D20:38:44.382680000,x1,99.90595,100.0952,482,67
0D20:38:44.382685000,x1,99.93264,100.0677,139,188
0D20:38:44.443528000,x3,299.9197,300.0146,211,281
0D20:38:44.443545000,x3,299.9895,300.0507,485,274
0D20:38:44.453569000,x1,99.94037,100.0511,476,111
0D20:38:44.453586000,x1,99.90606,100.0947,129,40
0D20:38:44.482764000,x2,199.9144,200.0892,182,4
0D20:38:44.482780000,x2,199.9261,200.0731,21,299
0D20:38:44.852463000,x3,299.9209,300.0613,425,124
0D20:38:44.852470000,x3,299.9852,300.0327,138,228
0D20:38:44.903495000,x1,99.90841,100.0299,47,340
0D20:38:44.903500000,x1,99.98827,100.0364,227,165
0D20:38:45.002724000,x2,199.9119,200.0945,248,23
0D20:38:45.002741000,x2,199.9181,200.0056,56,273
0D20:38:45.013644000,x1,99.92966,100.0275,394,4
0D20:38:45.013648000,x1,99.92725,100.0734,125,483
0D20:38:45.342922000,x1,99.98617,100.0519,11,346
0D20:38:45.342930000,x1,99.96811,100.0112,448,238
0D20:38:45.582773000,x2,199.9303,200.0604,132,144
0D20:38:45.582779000,x2,199.9196,200.0984,126,24
0D20:38:45.632999000,x1,99.94146,100.0745,476,162
0D20:38:45.633003000,x1,99.95387,100.0745,136,49
0D20:38:45.672316000,x1,99.96964,100.0653,102,342
0D20:38:45.672322000,x1,99.9443,100.0241,183,96
0D20:38:45.712560000,x2,199.9998,200.0764,57,127
0D20:38:45.712566000,x2,199.9141,200.0133,336,428
0D20:38:45.733081000,x1,99.99237,100.0851,257,298
0D20:38:45.733087000,x1,99.91302,100.0332,343,47
0D20:38:45.893183000,x2,199.9372,200.0845,278,196
0D20:38:45.893193000,x2,199.9352,200.0075,449,415
0D20:38:45.932860000,x3,299.9676,300.0916,200,58
0D20:38:45.932865000,x3,299.9872,300.0848,261,383
0D20:38:45.972324000,x3,299.9676,300.0057,110,290
0D20:38:45.972330000,x3,299.9696,300.0497,470,287
0D20:38:46.002636000,x2,199.9126,200.054,226,271
0D20:38:46.002641000,x2,199.9503,200.0019,152,381
0D20:38:46.022741000,x2,199.9026,200.0364,327,484
0D20:38:46.022746000,x2,199.9533,200.0454,182,421
0D20:38:46.043283000,x1,99.98478,100.0426,159,385
0D20:38:46.043289000,x1,99.97343,100.0505,81,59
0D20:38:46.142892000,x3,299.9055,300.0317,253,248
0D20:38:46.142909000,x3,299.9505,300.0265,56,354
0D20:38:46.222750000,x1,99.97667,100.0674,92,486
0D20:38:46.222760000,x1,99.91314,100.0486,182,268
0D20:38:46.232616000,x3,299.9228,300.0749,87,147
0D20:38:46.232632000,x3,299.9482,300.0394,150,374
0D20:38:46.352988000,x3,299.9567,300.0579,325,469
0D20:38:46.352993000,x3,299.9653,300.0494,16,40
0D20:38:46.413193000,x3,299.964,300.0816,334,134
0D20:38:46.413198000,x3,299.9453,300.0879,456,312
0D20:38:46.522614000,x2,199.9241,200.0213,284,22
0D20:38:46.522622000,x2,199.9336,200.0715,74,129
0D20:38:46.562246000,x3,299.9122,300.0879,111,99
0D20:38:46.562251000,x3,299.9114,300.0757,203,186
0D20:38:46.652765000,x3,299.9628,300.0173,103,466
0D20:38:46.652770000,x3,299.9494,300.0002,42,40
0D20:38:46.933053000,x1,99.91272,100.0926,92,448
0D20:38:46.933071000,x1,99.9476,100.0061,337,45
0D20:38:47.002754000,x2,199.9073,200.0059,377,110
0D20:38:47.002761000,x2,199.997,200.0842,108,315
0D20:38:47.032720000,x3,299.9419,300.093,305,448
0D20:38:47.032726000,x3,299.913,300.0597,45,453
0D20:38:47.062378000,x3,299.9161,300.0223,66,479
0D20:38:47.062383000,x3,299.9531,300.0877,422,173
0D20:38:47.122724000,x1,99.90465,100.0241,95,188
0D20:38:47.122740000,x1,99.98333,100.0119,109,20
0D20:38:47.133141000,x3,299.9859,300.0294,118,60
0D20:38:47.133158000,x3,299.9441,300.0879,22,186
0D20:38:47.653877000,x2,199.952,200.0028,394,362
0D20:38:47.653894000,x2,199.9153,200.086,423,328
0D20:38:47.692963000,x1,99.90662,100.0371,193,255
0D20:38:47.692976000,x1,99.95637,100.0795,251,446
0D20:38:47.713123000,x2,199.9702,200.0821,471,106
0D20:38:47.713135000,x2,199.9137,200.0184,339,473
0D20:38:47.822888000,x2,199.9774,200.0083,362,493
0D20:38:47.822901000,x2,199.9035,200.0433,466,258
0D20:38:47.913107000,x3,299.9197,300.0973,312,315
0D20:38:47.913119000,x3,299.9238,300.0138,199,340
0D20:38:47.953382000,x2,199.9864,200.004,74,33
0D20:38:47.953390000,x2,199.9626,200.0717,143,233
0D20:38:48.112852000,x2,199.9254,200.053,341,246
0D20:38:48.112856000,x2,199.9321,200.0714,111,208
0D20:38:48.122816000,x2,199.9315,200.0945,356,302
0D20:38:48.122822000,x2,199.9172,200.0984,331,314
0D20:38:48.193807000,x1,99.93065,100.0336,197,171
0D20:38:48.193816000,x1,99.94335,100.0377,232,207
0D20:38:48.253003000,x2,199.9154,200.0481,434,302
0D20:38:48.253007000,x2,199.9089,200.0748,344,384
0D20:38:48.413101000,x3,299.996,300.0387,188,371
0D20:38:48.413107000,x3,299.995,300.0838,179,187
0D20:38:48.493484000,x2,199.9579,200.0904,232,348
0D20:38:48.493489000,x2,199.9591,200.0131,217,422
0D20:38:48.612438000,x2,199.909,200.001,138,17
0D20:38:48.612444000,x2,199.9118,200.0136,453,132
0D20:38:48.932561000,x2,199.9786,200.0954,1,397
0D20:38:48.932566000,x2,199.9347,200.0246,334,56
0D20:38:49.042927000,x2,199.9765,200.0428,142,184
0D20:38:49.042938000,x2,199.9207,200.0028,127,497
0D20:38:49.152457000,x1,99.90717,100.0372,436,382
0D20:38:49.152464000,x1,99.94152,100.0006,310,338
0D20:38:49.173082000,x3,299.9958,300.0773,481,346
0D20:38:49.173090000,x3,299.9456,300.0375,202,103
0D20:38:49.433374000,x2,199.9469,200.0144,197,315
0D20:38:49.433391000,x2,199.9741,200.0532,305,303
0D20:38:49.462326000,x3,299.9695,300.0733,428,95
0D20:38:49.462331000,x3,299.9316,300.0235,434,204
0D20:38:49.482713000,x2,199.9468,200.0739,461,79
0D20:38:49.482718000,x2,199.9779,200.0501,192,179
0D20:38:49.492835000,x2,199.925,200.0715,336,87
0D20:38:49.492841000,x2,199.9722,200.0251,217,50
0D20:38:49.662871000,x3,299.9758,300.0561,173,214
0D20:38:49.662876000,x3,299.9487,300.0424,332,99
0D20:38:49.832635000,x1,99.96418,100.0499,463,318
0D20:38:49.832645000,x1,99.99826,100.0199,152,298
0D20:38:49.912518000,x1,99.94595,100.06,266,223
0D20:38:49.912524000,x1,99.95956,100.0452,462,484
0D20:38:49.993248000,x1,99.92618,100.0159,451,67
0D20:38:49.993253000,x1,99.98686,100.0771,448,461
0D20:38:50.112885000,x3,299.9381,300.0393,102,237
0D20:38:50.112893000,x3,299.9733,300.0014,160,225
0D20:38:50.153075000,x3,299.9984,300.0051,238,246
0D20:38:50.153083000,x3,299.9109,300.0226,227,108
0D20:38:50.242649000,x3,299.9615,300.0812,243,200
0D20:38:50.242655000,x3,299.917,300.0157,410,294
0D20:38:50.383526000,x2,199.9579,200.0814,231,434
0D20:38:50.383542000,x2,199.9629,200.0171,52,111
0D20:38:50.533846000,x2,199.9525,200.0395,83,94
0D20:38:50.533856000,x2,199.9321,200.0646,485,230
0D20:38:50.622575000,x3,299.9672,300.0728,175,353
0D20:38:50.622584000,x3,299.9174,300.0552,495,380
0D20:38:50.632519000,x3,299.9894,300.0184,91,21
0D20:38:50.632529000,x3,299.9517,300.0456,309,381
0D20:38:50.693466000,x3,299.937,300.0215,258,359
0D20:38:50.693475000,x3,299.9844,300.0854,140,476
0D20:38:50.763765000,x3,299.9973,300.0899,288,261
0D20:38:50.763775000,x3,299.9019,300.0629,35,410
0D20:38:50.842692000,x1,99.93808,100.0718,457,411
0D20:38:50.842702000,x1,99.94179,100.0317,147,135
0D20:38:50.903572000,x2,199.9846,200.0873,216,407
0D20:38:50.903577000,x2,199.9245,200.0862,389,241
0D20:38:50.942310000,x2,199.9461,200.0697,162,464
0D20:38:50.942316000,x2,199.9111,200.0934,190,499
0D20:38:51.042394000,x3,299.9706,300.065,205,276
0D20:38:51.042400000,x3,299.9005,300.0863,200,23
0D20:38:51.062782000,x1,99.99947,100.0762,225,217
0D20:38:51.062787000,x1,99.95311,100.0431,359,339
0D20:38:51.162283000,x1,99.99062,100.0825,69,492
0D20:38:51.162288000,x1,99.98764,100.0488,265,240
0D20:38:51.233435000,x2,199.9841,200.013,367,225
0D20:38:51.233452000,x2,199.9029,200.0761,322,333
0D20:38:51.292959000,x3,299.9203,300.0471,402,144
0D20:38:51.292971000,x3,299.9155,300.0907,28,213
0D20:38:51.463912000,x2,199.9651,200.0405,18,131
0D20:38:51.463921000,x2,199.9809,200.0354,81,121
0D20:38:51.472556000,x2,199.948,200.0724,467,30
0D20:38:51.472560000,x2,199.9611,200.0948,304,46
0D20:38:51.492846000,x1,99.91221,100.0157,71,278
0D20:38:51.492851000,x1,99.96528,100.0382,104,99
0D20:38:51.553238000,x1,99.99067,100.0689,221,9
0D20:38:51.553255000,x1,99.98527,100.0392,221,112
0D20:38:51.573266000,x3,299.9451,300.0896,247,129
0D20:38:51.573278000,x3,299.9472,300.0098,492,284
0D20:38:51.752233000,x3,299.9907,300.0059,148,253
0D20:38:51.752249000,x3,299.9077,300.0652,328,284
0D20:38:51.793872000,x3,299.9199,300.0317,324,323
0D20:38:51.793888000,x3,299.9788,300.0422,92,374
0D20:38:51.842708000,x2,199.9802,200.0545,329,284
0D20:38:51.842718000,x2,199.9095,200.082,52,248
0D20:38:51.952932000,x3,299.953,300.0528,127,247
0D20:38:51.952942000,x3,299.9272,300.0374,16,443
0D20:38:52.023447000,x2,199.9535,200.0425,227,129
0D20:38:52.023464000,x2,199.9801,200.006,7,174
0D20:38:52.113803000,x2,199.9284,200.063,31,79
0D20:38:52.113820000,x2,199.9583,200.0578,314,173
0D20:38:52.302673000,x3,299.9738,300.0411,297,227
0D20:38:52.302683000,x3,299.9029,300.0308,81,59
0D20:38:52.392538000,x3,299.9282,300.0301,344,18
0D20:38:52.392548000,x3,299.9259,300.0311,83,272
0D20:38:52.463226000,x1,99.93333,100.011,134,494
0D20:38:52.463233000,x1,99.94207,100.0293,192,421
0D20:38:52.622863000,x1,99.94137,100.0436,170,145
0D20:38:52.622867000,x1,99.96076,100.0568,252,362
0D20:38:52.633168000,x2,199.915,200.0282,96,409
0D20:38:52.633173000,x2,199.9852,200.0013,266,397
0D20:38:52.642796000,x1,99.94953,100.0531,177,42
0D20:38:52.642801000,x1,99.91856,100.0481,249,62
0D20:38:52.722691000,x3,299.9235,300.029,37,128
0D20:38:52.722696000,x3,299.9082,300.0072,400,54
0D20:38:52.743026000,x2,199.9734,200.0953,113,326
0D20:38:52.743043000,x2,199.9928,200.0224,264,101
0D20:38:52.773434000,x2,199.9077,200.0819,112,192
0D20:38:52.773451000,x2,199.9359,200.0796,105,19
0D20:38:52.832844000,x2,199.9005,200.0482,141,143
0D20:38:52.832849000,x2,199.9483,200.0767,65,15
0D20:38:53.053287000,x1,99.99077,100.0495,484,195
0D20:38:53.053305000,x1,99.99376,100.0514,335,98
0D20:38:53.142699000,x2,199.9043,200.0814,83,315
0D20:38:53.142704000,x2,199.9131,200.0662,299,62
0D20:38:53.332767000,x3,299.9188,300.0625,358,296
0D20:38:53.332780000,x3,299.9378,300.0762,487,415
0D20:38:53.362717000,x3,299.9225,300.0163,67,308
0D20:38:53.362729000,x3,299.9681,300.0807,480,281
0D20:38:53.373381000,x3,299.9624,300.0895,67,325
0D20:38:53.373393000,x3,299.9888,300.0909,114,331
0D20:38:53.413158000,x2,199.9824,200.0405,180,385
0D20:38:53.413169000,x2,199.9569,200.0955,301,374
0D20:38:53.463017000,x1,99.98821,100.0645,449,387
0D20:38:53.463022000,x1,99.94304,100.0799,90,121
0D20:38:53.523352000,x1,99.90413,100.0281,214,27
0D20:38:53.523369000,x1,99.93443,100.0244,408,364
0D20:38:53.613579000,x1,99.97699,100.0589,297,368
0D20:38:53.613591000,x1,99.99725,100.0316,447,425
0D20:38:53.773833000,x2,199.9971,200.0252,294,273
0D20:38:53.773850000,x2,199.9794,200.0302,235,159
0D20:38:53.893578000,x1,99.94346,100.0887,429,341
0D20:38:53.893591000,x1,99.93302,100.0853,436,480
0D20:38:54.033436000,x1,99.98723,100.0683,221,96
0D20:38:54.033447000,x1,99.94466,100.0053,491,188
0D20:38:54.072250000,x2,199.9752,200.0029,270,351
0D20:38:54.072254000,x2,199.9931,200.0882,94,277
0D20:38:54.102393000,x1,99.91682,100.0163,333,106
0D20:38:54.102409000,x1,99.93585,100.063,324,210
0D20:38:54.412839000,x2,199.9464,200.0585,448,482
0D20:38:54.412856000,x2,199.9008,200.0402,371,130
0D20:38:54.593646000,x3,299.9052,300.0372,18,230
0D20:38:54.593659000,x3,299.9965,300.0868,119,188
0D20:38:54.702748000,x2,199.9343,200.0452,423,214
0D20:38:54.702760000,x2,199.9245,200.0601,116,331
0D20:38:54.833186000,x3,299.9373,300.0467,288,479
0D20:38:54.833198000,x3,299.9201,300.0693,170,395
0D20:38:55.013113000,x3,299.9217,300.0826,109,116
0D20:38:55.013129000,x3,299.9293,300.0411,46,496
0D20:38:55.203554000,x2,199.9732,200.0166,55,277
0D20:38:55.203572000,x2,199.9359,200.0814,480,462
0D20:38:55.413208000,x3,299.9855,300.0997,105,90
0D20:38:55.413220000,x3,299.9959,300.0118,323,255
0D20:38:55.492606000,x3,299.9537,300.0993,121,441
0D20:38:55.492610000,x3,299.935,300.0135,481,69
0D20:38:55.744012000,x3,299.9011,300.0307,303,438
0D20:38:55.744029000,x3,299.957,300.0467,56,245
0D20:38:55.752944000,x1,99.93572,100.0214,35,26
0D20:38:55.752961000,x1,99.96409,100.0464,258,435
0D20:38:55.853291000,x1,99.91424,100.0708,45,276
0D20:38:55.853303000,x1,99.94953,100.0239,422,47
0D20:38:55.922704000,x1,99.98433,100.0071,470,393
0D20:38:55.922712000,x1,99.97161,100.0655,2,127
0D20:38:55.982468000,x1,99.93797,100.0047,76,49
0D20:38:55.982499000,x1,99.97245,100.0752,194,347
0D20:38:56.222599000,x1,99.94835,100.0396,242,458
0D20:38:56.222614000,x1,99.92758,100.0469,111,318
0D20:38:56.253622000,x2,199.9751,200.0017,264,185
0D20:38:56.253636000,x2,199.9717,200.0417,2,460
0D20:38:56.313024000,x2,199.9096,200.0059,499,89
0D20:38:56.313036000,x2,199.9607,200.0828,381,243
0D20:38:56.423188000,x1,99.94296,100.0678,149,374
0D20:38:56.423200000,x1,99.94129,100.0121,276,224
0D20:38:56.682425000,x2,199.9316,200.0433,158,216
0D20:38:56.682432000,x2,199.9098,200.0557,436,380
0D20:38:57.033064000,x2,199.9158,200.0779,418,456
0D20:38:57.033076000,x2,199.9628,200.012,255,349
0D20:38:57.112983000,x1,99.98754,100.0118,288,43
0D20:38:57.112995000,x1,99.91747,100.0373,376,225
0D20:38:57.162582000,x2,199.9363,200.0503,340,78
0D20:38:57.162589000,x2,199.9981,200.0501,304,328
0D20:38:57.232697000,x2,199.9722,200.0525,258,445
0D20:38:57.232702000,x2,199.983,200.0586,115,84
0D20:38:57.363946000,x1,99.90613,100.0233,136,424
0D20:38:57.363957000,x1,99.99592,100.0941,208,316
0D20:38:57.512679000,x1,99.99939,100.0431,81,1
0D20:38:57.512684000,x1,99.97379,100.0736,380,455
0D20:38:57.643530000,x1,99.9248,100.0857,267,488
0D20:38:57.643536000,x1,99.91658,100.077,288,202
0D20:38:58.013654000,x1,99.94553,100.0153,286,391
0D20:38:58.013666000,x1,99.90333,100.0707,144,5
0D20:38:58.023777000,x3,299.9269,300.0628,475,480
0D20:38:58.023787000,x3,299.9929,300.0638,22,17
0D20:38:58.073229000,x2,199.997,200.049,434,196
0D20:38:58.073233000,x2,199.983,200.0139,454,331
0D20:38:58.153078000,x1,99.96251,100.0301,160,194
0D20:38:58.153089000,x1,99.90238,100.03,383,406
0D20:38:58.202444000,x2,199.9489,200.0182,362,269
0D20:38:58.202449000,x2,199.9899,200.0979,437,84
0D20:38:58.273270000,x1,99.98734,100.0372,50,331
0D20:38:58.273287000,x1,99.90786,100.0457,220,112
0D20:38:58.553594000,x1,99.96382,100.0992,298,205
0D20:38:58.553610000,x1,99.90726,100.0293,51,324
0D20:38:58.603832000,x3,299.9244,300.0393,172,434
0D20:38:58.603848000,x3,299.9577,300.09,379,234
0D20:38:58.613227000,x1,99.98604,100.0577,82,55
0D20:38:58.613242000,x1,99.92313,100.0464,258,84
0D20:38:58.773102000,x3,299.9767,300.082,452,212
0D20:38:58.773119000,x3,299.9847,300.0295,13,69
0D20:38:58.783435000,x2,199.9842,200.0542,316,187
0D20:38:58.783445000,x2,199.9701,200.0043,405,495
